Name,P,I,H,D,T,O,S
gAAAAABeSk1KQJOcOsE9ez30RVs-uynV1HzcxXlpjmQGc2wAcyI8S-xcM1RG6cIckIkiv6XfF8J_4lobILeM-BLRG4Z5PGE2_g==,1,0,0,0,0,0,0
gAAAAABeSk1K7qgQsWGXUkfAfeDd6oxeSO9tSznd6ZrwpuZ0mClbeTZRODJ5b7oIQyP6qVkeGaAl9z0-fMEGiEANQU6sqzX-7A==,0,1,0,0,0,0,0
gAAAAABeSk1KR8iWHjaYOdeyhK5RLDRlw7oM54s8zJMCKg2-AiY-gsOqR0e1Bdgj6A7LFT-lM6eNKrauAMILNIM-xr502O0R-w==,1,0,0,0,0,1,0
gAAAAABeSk1K2__7InkcAfn98G83QKMRxW1fAgvOIumFhQOZB7LLvQooA7QsPEBv0j93jwRse4yBTh13f-oZIhz6C4Ns-Y4dcQ==,1,0,0,0,0,0,0
gAAAAABeSk1KUFXH3nDaBoOYEmKBqPUE3z_37PMex0XjKG_WRHo4_IxWbFGa8zSBLP1umKKrT9q91reUmc5NsEX1rxB2IaqGZQ==,0,1,0,0,0,0,0
gAAAAABeSk1Kif5qM7g99KuGl-VRQdM2T0HzAIaCsGelRLw5ld558k8tXtXMQ_yuJ2oZYbB5uRzKQD-wr5mdVDIEnq8vHgKU_w==,0,1,0,0,0,0,0
gAAAAABeSk1K3iqiN-BP8c2KrRmEuErZ1MNEtM3Z3M2_pgCIiknA4iOqXhGLaAo8tPBaqibNks0jhVS1J15k5GCh-709wJrZbg==,0,1,0,0,0,0,0
gAAAAABeSk1Kl5hItTIU5XsKTe5Y2PxZWxyNuuVam_eEDBpUOZRDEV-2o_q5UoQGGwBy7NQo8aSVmXZOdN9F-_wduJFVSuqXKw==,0,1,0,0,0,0,0
gAAAAABeSk1KuWDZQaPFghLfAHuVPZo0Edv50rM39cwXbDXj2qiIDVwXCKeHU0lq1OrfYy6ZRQD_ox8Ot0Puu-NQAUQrKKLmPQ==,0,1,0,0,0,0,0
gAAAAABeSk1K7wxBBy5frKRx5d7XOE6mBnQpwTF_oK1cBRjUq1oS04TrUtsunp5bwdZb7f3sN-RftWyb8ggjtfyWfB90U4fjvA==,1,0,0,0,0,0,0
gAAAAABeSk1Kh3e3tdRx_IeY1JkTq9g6cJWumhibb2OXiO8kLzW_Zbdmm47JdUyKIqg66ZL7Z-jiRhC8SdJkQYY_o6rP4f8Fkw==,0,1,0,0,0,0,0
gAAAAABeSk1K9lYgmXRBVveiRLytFH9x5gXVkYR6nOhi5vV9hEcwZPAhvn2iEJavw1eQwajv8jhiAs56z-1ag5SA5I3TdTfqsg==,1,0,0,0,0,0,0
gAAAAABeSk1K7iNi-hNDbeNj6GeD7c_R7pfxpZpnngGfnzlwcBvFmyi1XXdbPIu2pbwjvVgfIlIxi8viDpS2Smd2ila45L8OWQ==,0,0,0,1,0,0,0
gAAAAABeSk1K9OnURouoxX9p7Zo6coN8_M5L0C9ogQ05B3HQ3zlAq6B3HxWuD5FrEXAU2CqblddFkInPWoR0MhVNBMcoiQQwgA==,0,1,0,0,0,0,0
gAAAAABeSk1KO6Ba8lgkVUTuItSunRjrqddcaSRvNCqR27bdhO1GLCSMLoBk45grf1QKyqAEmOrvW-rI8LtqOWBOlC8olngMfg==,0,1,0,0,0,0,0
gAAAAABeSk1K66yp9U5MZdtUvOvFs9ePT5SQt6AmEJASZYyqjtGSnwL-xoo3Wdiwfnna4HWGtkmmOqQro_PqrnIl4jh3f6_CIA==,1,0,0,0,0,0,0
gAAAAABeSk1KU4TmZOdyqxKAeQsmm8-MXmlWDvA9Gw3gi1dEzIK9FP76_Pd_DYq8dRO2kxtrc1APF-hVMiYqXQHiIyec0EASOQ==,1,0,0,0,0,0,0
gAAAAABeSk1KfJmXgwln-KIXLRDomgDhoz6OQREgHzyx7Bil6fm9Nw66ZiO9qlawJGUDUgaUWoULKAPOMoV_C8Vj6W1RpPHsPA==,0,1,0,0,0,0,0
gAAAAABeSk1KGZYZ9cXZf1HcfqaGslWrMPPBwjc68rHeAr0sl0qe3ogkY6Kob3e-mq0pdIKuALs4m2hetL_jv90PVHL863aFTw==,1,0,0,0,0,0,0
gAAAAABeSk1KMKi7e_J13SEx0JI5i2s2y98ruzOAPh1sCfLxb0j4nfJdHgQU5KU2VQ62-USU32o3HaSnURLrJUiRlmcpioKcqg==,0,1,0,0,0,0,0
gAAAAABeSk1KrddpQiRAHRqA8l4korrsyIDPbIXbRvzF3JurtUsBeH9QYb0I6PN0TbM75e9sCyzDKVY7Ocgk4jXb0WUPWaCBiw==,0,1,0,0,0,0,0
gAAAAABeSk1KsRnBL_sdEISE1PhWBQ2iTZU6TUQztXm7K9qmKhVFH-jT-B7aGuTANzNiNXYEBTv1UmpogNNX2EJFHuWVkLJp0g==,1,0,0,0,0,0,0
gAAAAABeSk1KU7PYQ94ZGG_JVUn844DxnE5z_QM0i2A9kEsSgnPAmGLxTsyiA6tI3K1opIALkfQvlmIqF93YxWEAeQDRFmzM-g==,0,1,0,1,0,0,0
gAAAAABeSk1KsODRIBFHohpLSvdXpmPUpk_4gNrAwYvd31Z6xWss4xTbiv1qlb5NOqCeQ_iosaM5GPDGglJVEXlMoMz2J2juew==,0,1,0,0,0,0,0
gAAAAABeSk1KHxnTpj9XyJrdQ2GvbmqIQasoSf9vnyPoqGemuu4M6oQzfVP2IDeFEqI1FdZSiTxtsEQiF57ztoIY4TE1Ri7yvg==,0,1,0,0,0,0,0
gAAAAABeSk1K-o3u7ptIgPJ1fF-NDPvcZrCIeUiFH4Lww7WUCq3MsZET7H6B4OzoQWkt29oxLYlXRwIS80Vmb9VcWbSAcLHxMA==,1,0,0,0,0,0,0
gAAAAABeSk1Kyns0Byt3tbDd39YYSNR_BPf2bSkJaW8b4LOiKP59Flts-XGMRjO-MgcMaqY4aM7nqLP7hBCRUFw52sYDnsqYzA==,1,1,0,0,0,0,0
gAAAAABeSk1Kwjp2SRrXIMIxsFPyRPvrT8MGYFcg4fVU81iSGBemzaGd-CKJ90A3NX5QhJDMpboWXCAf88mbMUG1sfq1KCKVAQ==,1,0,0,0,0,0,0
gAAAAABeSk1KYlmI4wKsjS9xuZL-cr5_DkJ7UcnD71io94XDWdw1mv33Glkx6riTU4R482jQUtQ-fLPDg0IbcpE_EW8EL96IaQ==,0,0,0,1,0,0,0
gAAAAABeSk1K9pNOS6w6EMiKpMuczMYFz744gSi9Y5-KbbLnX-QytZzFSO8wnE77-9HMaKjvuYhssIvS7LVJ5OYyU8IHJu2RBA==,0,1,0,0,0,0,0
gAAAAABeSk1K9T1_H_8RHR-vHi3kzlyurWAPn6KZug4O8ZtBI9hpnftMvCIwfcIV3jGbDGNDTT6cqabjCPejeSP7hNriZI_hGg==,0,1,0,0,0,0,0
gAAAAABeSk1K3UA8SXOy--V0MPTCGycN-b1n2FduVy_w5rWFcCc1pQX92AdDmVAKGfNk9STc2OELOByJEBmdfpldmjqEGwABNg==,0,1,0,0,0,0,0
gAAAAABeSk1KxqdyhqkHK78csjCpaaYITQm9_aVZzUXrkQc57SgoCyFVYpvemOE2GKXJkzLay-gByEvT1u2qMB7MGkOZarGGcg==,1,0,0,0,0,0,0
gAAAAABeSk1K8RXNJDGe5NeeTQt3GSYy3z46-5-T537Rx7al1-minIT9ks-MWX_W5RbBa0cniyCRsK0TGX29aFMElR7X70XcCw==,1,0,0,0,0,0,0
gAAAAABeSk1KvMOiA8YpCExiQgDHaEP7-Zo7k-GZhIhdLnIfU7lQGd5S-W2yjh0rxui8UDnwo20CfcRJH-Q7dOE4Llphok9Krg==,0,1,0,0,0,0,0
gAAAAABeSk1K6RNE9bXhavApoinPo-GeRyL6A2BLAiLxS_A9WDRMZgGMEZaGtnB9JS-EVdH5bKSKC-FemNH05ZWrr7_KXpqmPg==,0,1,0,0,0,0,0
gAAAAABeSk1Kfkr-P-3UEznE0k-G5dUzRV0RfQrn-N7SDzpgeLpf-_xXSDiMKWoNT4FYlOl9xVpYsWvBVwwhgtVlbgvzBSZ3vA==,0,1,0,0,0,0,0
gAAAAABeSk1K5lSZu3YNgnjRxkGhRccyo9XiJDfhI-1EIYYZcPP_vy9IwZNAUEUZLDfMYj3b89PlJ5rcSFdCqDIA1lal2aJ-qQ==,1,0,0,0,0,0,0
gAAAAABeSk1KFPhPvH-MjIoq7DfiNWzm9lbvYzawrOnZUFO3atGj6C60Jc-vnVk234O5279-yJ44iZrEp3l-hoSyC0UISJA9rQ==,0,1,0,0,0,0,0
gAAAAABeSk1KnuVdAVqqqx7SGLdDj7qLhPbt7RWfOvQ1xUbwlS6j6U3WFIhs0qyzI9DZxonx9cbB10SGfGV-7brEpTbKaF-QgA==,0,0,0,0,0,1,0
gAAAAABeSk1K2RZ5P22OhL5SXi2KSzXabEJQyW4LjHtqeHFG3_gtlFOKD1-MTEmnDlAHAj12g9t1fXX9saaofkBiN1YqDLBwuA==,0,1,0,0,0,0,0
gAAAAABeSk1KM9xhHhuSIYKAMjJcdVVtYA752LkrfIWdigUaDyfqZUJX5VKtp2OZbBREC6iao7yjEpQ82wgN4WDN13H4oRLFXw==,1,0,0,0,0,1,0
gAAAAABeSk1KXj0mrpNv6DJjEi15uQf_dAL0pecvFyC5n8zDHMLmqagOyZ54JEukztNlsEh5DeR1FjhZ-rKZTj9cUoRXZFCzAQ==,0,1,0,0,0,0,0
gAAAAABeSk1KYkGWUEIp22v7Vk2M8FX36R4j5c0p4_nFUQk2fn1WXEoHPuIKAoZPudqAWlu1NNmxBfbW6d8UP4cFehzypp4wIg==,0,1,0,0,0,0,0
gAAAAABeSk1KtPc1IgXUvTs2uqOm54-vxcsTbbq7yB3FyPFuB1uX44EmDGEhNvRlLI-BcJaMsQ-9dOEPq_KijZCwAvup9YY-hQ==,1,0,0,0,0,0,0
gAAAAABeSk1KDFUfH22rs_-V90drmH0WDHjVQWjSt540k6msrFO2l8NpNjgct2VKsmvvszIckiZqFfi77hdIgLEXtw5GQKhlkQ==,0,1,0,0,0,0,0
gAAAAABeSk1K4kVTuHoq1FtcebHUPWkW11bK_fVDpGR9Cpd4eXanQz3fUpE9FnYunsNnTSmIyJ2Zd8e39S2vAyKd78WKYFrLEw==,0,1,0,1,0,0,0
gAAAAABeSk1K_HlTi0ucHX-YfnRJZJzOUWemyXHZNuPU4V26GjNBTc2qR_cxoZaadvOfrfvlNKlEwqa3dnjibGR-oZVERtDBRg==,0,1,0,0,0,0,0
gAAAAABeSk1KzNd2aSQtn2gH1nGCkhY16a-obUEuC0Shz-SP7CGXbvBsYozvSrXgpX_Jdlu2l_codouGEHnAFlETUJtUjmxrNw==,0,0,0,0,0,1,0
gAAAAABeSk1KD4UcoYwEfpkl9X73g-esjMbWizdxHAlVUl_VwQqwa5r21kBTtHG3489JLfGF432QIEPRQOR-CbOdc8bPLwafdQ==,1,0,0,0,0,0,0
gAAAAABeSk1KOrdAp-Jg5SKEsP6kHAYlkmw7mHha2LhnWcXoMIm5IJwMGdq3KTIPgJuextv2dbXBfu6apc5wvw4djh2F5Px3lg==,0,1,0,0,0,0,0
gAAAAABeSk1KF9HQAmZKMqVrNMd0em18hwTeEwLFycZSdEvmYpvdbUxc0j44sCNLScQdNUXfxbQqF91uqBRcHUJANRMs31u2tA==,1,0,0,0,0,0,0
gAAAAABeSk1KRzUdUJwSFwO4QlYNLjdooRZU2wPbR8SvR2C2r8jvjW9hXNm9WNHu-gcHMuoVtmMYmVbc7baSAUgC3n9aXr-UiA==,1,0,0,0,0,0,0
gAAAAABeSk1KP3f5IbjqiQEIfOQKtT2GmG7KrcyLbnyI9Maco80fx8QXmK8qxd8HGMfqBI1jT-_DpysAfZBHyR8zIAp7kwM_qA==,1,0,0,0,0,0,0
gAAAAABeSk1KZU3tJqV1-FcBLsdSKDB8R-jYTVsbmzVvcX4cP3xhoAGJfR9phph7VV2CzsUX5q7Sdh5BezF8fLTtA_xqVzUibg==,1,0,0,0,0,0,0
gAAAAABeSk1KvDKT1oy7XyGmh2UHRV0fFlRNzXpIQPbm6JAtmHavCO91x8Jgaxvqh-wU2blYi1PYe2P5noMAuqmNkUzppOpTfw==,0,1,0,0,0,0,0
gAAAAABeSk1K-X9mbvBU0Z7v9_giAkCrRokO2-zqxSUt_OztTJBP0ZR_A6dEnjIRiXJ49IhmkCQ5HK4F8R1XceonSe-TSxhrkg==,0,0,0,0,0,1,0
gAAAAABeSk1K3eHOiHEqMGBiJz2NItPNZCm27uOQEiK9GEozS9_41UAsCqwJlNSOQSubJIq88KD45E3X7Q8WmOEQYmqOuEjCdQ==,1,0,0,0,0,0,0
gAAAAABeSk1KncIU8nHpWBBVL01DHn_OxadD6rUjAI8DOsDBGpJLjGaSLgbLC_gDekjxl8Fe8VYCN1uRo5O9nz0cOtbpkJj0SQ==,1,0,0,0,0,0,0
gAAAAABeSk1KJXC4M6cIxG9iwquheKpRMW5MLkrkemU8wM4sOnCDgyapL2arQC0UUwUmx851yDjIxVInbhyREkFD9zJTHUun5A==,1,0,0,0,0,0,0
gAAAAABeSk1KK7CvqUU4g8C_GAQjuXoRhKsb27_TsJHr-bp_Ta1glHReqLOqykPdl6yLPQezKYE5-6AMiFvFEIjQR-A1lyTgBw==,1,0,0,0,0,0,0
gAAAAABeSk1Kcxd_Gp_OI9TPYnxnIsTq_IB5hDT97nbaQBTjhDcrCasuKRMo7mQSbb6uBwHSofJClJpdaZ8BH8FDMLhflW3w8A==,1,0,0,0,0,0,0
gAAAAABeSk1Klw9DLj-aS-R3HZ6IDDN1dpXs3Fr8b3R_1bRTxBT7u_JUA08B83Yo_bjVAJ2raVP9VOu3AQZxiibcaOjeTKuZVg==,1,0,0,0,0,0,0
gAAAAABeSk1KmBv1lnznJ7VA_Ya_Yo0_cvrIdKDLZ61ZgcvME8bca_NSB2bwU8jDGmyZrU6kk98A6qshFlsfPtoRgABXSYlmUQ==,0,1,0,0,0,0,0
gAAAAABeSk1KudkaNOHM4BcCnZVPlH1D5fBEHtwmYRccmr9QQtb9eRC2au0x4oQdPzuVDqxnK2lGgK6I0v0OKN9x1nYRRKWcEg==,1,0,0,0,0,0,0
gAAAAABeSk1K4gU_HrH788o2LLoVyzyqJVN8nD9ufggjjWUkqVPlK846GEH-HRTaS5OqTJefMZ6_S_bbwXV7rqz3dJtLToLCHg==,1,0,0,0,0,0,0
gAAAAABeSk1KHIttKrxMOsqi6mXMLCPGQV7BoeB1uUTY_QSeDejBshAmBNjHb3et0vOA-aFUYpguO5Qztqalse03sAkLZ71iQQ==,1,0,0,0,0,0,0
gAAAAABeSk1KhwDGWtjW1bTPBaS5iqE8PG085OlnEzpJFgdoDEoXum0Yw4VX0EUHlTFWkJS0RjdJxT3c6V5wSZEoqCJzIzDe6A==,0,0,0,0,0,1,0
gAAAAABeSk1KmIJY-ltoZDGBc1zmNLg9oO06X86nyBLu8penPdjQ4pCkd-gaTYX4dGKPq00wqT0e5YjpuHbLa_kYorc6fOdijg==,1,0,0,0,0,0,0
gAAAAABeSk1KxNLJNcwj9jwCsSJHuVj69gxp2DBx8oIlVq5mbGP2JEn8OpchJ_nRKIAec8YUO1NWjvP6r1VQRschkdIbcI2uYg==,1,0,0,0,0,0,0
gAAAAABeSk1KPZh5AKwz_2fe5iyKM-lxnsjqljGuX2TKP99KYn4bWRScsx2oj5U_5GFAfjryCtib-a_BknhKzUO0KBBYWKzb4g==,1,0,0,0,0,0,0
gAAAAABeSk1K59wo8z5MbRBR7uEIVUVZLDSJFeQgoZCl4qLavODzEGR9vdBm4x4Pk00tEb_NJnppWTiAQQWK1P4ErgMSlkqNpg==,1,0,0,0,0,1,0
gAAAAABeSk1KoDnVWC6nc-3LhagZ2gtSP__OMDwDCKu3FF-JZsFULL_1mNISYkZ-6sNgl9eG3ITUeg7nLWdQordizqVVqZOV1A==,1,0,0,0,0,0,0
gAAAAABeSk1K9U952lxCe5Fk0U-So96dsNHX87_aSIeqJHp6yQvFezk6wR9pim6vRPh2joK4k7KEz0e6Ot-y2fwx9WPgNR8lcg==,1,0,0,0,0,0,0
gAAAAABeSk1KRNeFByEOk7G5ouXmmWXgo9iNoSL4oUKEG-9dGXQ2vO7qD5P9CWY72FOxbz4dGodUSz3c4kgNR9UBz9AsYm92og==,1,0,0,0,0,0,0
gAAAAABeSk1KIncCBd9lTF9UxSrVL62XyDgGoNKUaqQbrAqbtkdaT2FAf1o47IVBr9AnhwDE6QuNBXuot1cvJcnpaDu8DOxx1Q==,0,1,0,0,0,0,0
gAAAAABeSk1KgDPQgxVk-R3trLy3P7YZWk9QEgxU_kxSZ67oubyvDoQGatgnOfzPJFieiHxEjPM2IDLQtyzTv-Lg2U-NHcyOaA==,1,0,0,0,0,0,0
gAAAAABeSk1KbWuiUu9aCymVVw9G6YBjwPg1b1x2LPl4eoWwTJ81kKyMdXdoTYmZKlc05__H_PRyQz6w05vyk6BKmbovga2bmA==,0,1,0,0,0,0,0
gAAAAABeSk1KzzdMx9R2u2DwQAGqULFAbJotL72IJbSyOuiI0bsMSbW1tfqtWfhcKMgUdIdFaZihlcS3daUaX7TfZ8B9B3QTuQ==,1,0,0,0,0,0,0
gAAAAABeSk1K4yaO8caVPbeGNXJnmJpcVc_X_SVc4RYI7SvDvcIBA0jHtRpIbc7y0xAPEa7GVce6hvFx-_Ekfz1tyOiiImQv7w==,0,1,0,0,0,0,0
gAAAAABeSk1KvXE770nX3wE9Fovh73ALnJ-MUij9LwpQNIRr3QckjmU3nLgD0oHAFu9VaCs_AyQI3qK5mpktlQP4Z4eBiybUKA==,0,1,0,0,0,0,0
gAAAAABeSk1KP31YXykUFiPyUC3WDixr38gkn1Hvmdw4pYkeTLvpi7QMK1-wKm8PpnmABxsl_WB7TA44d3UEfO8Ix0GyLMSyIA==,0,1,0,0,0,0,0
gAAAAABeSk1KpodF7FK5GRt1cwaOuFOABVwYp1nk5m936KuiLo6WHRsoIwfiwKzpYKWlqYabwqUpo7Tu3FKeGeIB71_NVMSaAQ==,0,1,0,0,0,0,0
gAAAAABeSk1K-qkKOkQgHlmUdsynj6K-zaDjquXSCzYdAgoSrwsvLJ5M_OXKG3wcq0Afg75DOYdL-aIaxqDBafZwhYwwcJLnlQ==,1,0,0,0,0,0,0
gAAAAABeSk1K5IC53POEOjB29PwxFOYLfHdVRMrdYmqsc-oKhl06-UnKjT7cpcZJUBKQTSjoq98NHxmbIKEUOFU04h72GSXDbg==,0,0,0,0,0,0,1
gAAAAABeSk1KKFHZwzEGzRg8ZtKHbz38OV0UAp6MlEdt-Mk-qpsQ7l25EYdCtJx3XjClLxW0O8UqtHJ2D-kAe1H3fQyDTdYJeQ==,0,1,0,0,0,0,0
gAAAAABeSk1KdM5MONqFBVOv1coNO3TADz2wdlQjyQzZguG1ptNu3EtT1FVFjtMGzTTANfek59b0JxUWxeizj2kvALrMOQW5Iw==,1,0,0,0,0,0,0
gAAAAABeSk1KIdbEEHiUwhc-rcAPSAaNnNY_0Oufs3Zo1w-6Zgpd1XucJeGRust3A4BjGLXIdPAL6cGDg928uPTues1-c7r9Pw==,0,0,0,1,0,0,0
gAAAAABeSk1KtUnfh_1aWIVZwsK6vheiROENk1DaVTZujdDj_x0RNLRsFUuVEBbcHnaGQ1Qhy_CGhhPlAkPjy6UZCRK091Ur7w==,0,1,0,0,0,0,0
gAAAAABeSk1KQ1R5lELFEcA--brdTO3H9cmX6xu430frKiuVBItmqkD9rxXuyRlOeQdPAHRbW0qJFW2_WJovLadDeApzFwQUYA==,0,0,0,0,0,0,1
gAAAAABeSk1KR7cbgJl2c1sNSgXe36ZZoOy4IrqQJWt8GFyzOUKYMxPp3bvXT8radoAu1mMwMARyLeDJSkSIV9EAOTNeaO2Z_w==,0,1,0,0,0,0,0
gAAAAABeSk1K-TG9fuelNNQpBk4iAmAagj587JvzZBs0slIHm6kG_MJD_LSmwS6R1ADFEs1C1jxEwgP7obbAg5nNjCLDa99bOA==,0,1,0,0,0,0,0
gAAAAABeSk1KTB3idxaUtsGJINkulQpVjdmy3Anl832hHkiQ-b6IzG_jiSftZE_634XE8DmXLaH66divODYWHJSVhVEFnp27tA==,1,0,0,0,0,0,0
gAAAAABeSk1Km_-nRpXvWJSIwVslA38fMJNASQVqDfGsuHoyOHYvs6Oh4WlOgVL3Xj60b42-lW5bC-3JKaBRoPUpSXiqAwEiSQ==,0,0,0,0,0,1,1
gAAAAABeSk1KV_tMaDNIv_IeaR9ozGGamy4mpUokEuoQ5Uk5t1XKS80FGORWgGLgrkjjg62a9X39qpkNfl2dGkchpxKaF_rWBg==,0,1,0,0,0,0,0
gAAAAABeSk1KPyws69Gq_QLnK6O947wRG3TuXhRofe_atgL65g7T0t5phE2GGHVJQKMtB0b30hXDHxEXtbW91dtPy3iStXATCA==,0,1,0,0,0,0,0
gAAAAABeSk1KItoYcbnaVmobixfi-cYChVlf-2e2Nj6J2OZRleVqERaFzKZqXv_5NYGxgm4pLYl1tQj8_h9lO4EdwvfOLguuAg==,0,1,0,0,0,0,0
gAAAAABeSk1KEHoIfim-QB89ds-uPlBYs3o8lK7Ml0Ym_Ln7f1So1WgRYrWeRhuv7uY91_40QMAIvL4LnWivM-zgVlJbaxzssQ==,1,0,0,0,0,1,0
gAAAAABeSk1Kg84mkg6XkAHp1JEmE3VqX5-ZZtTiABmiVJoTlI05Vnyk5Hktp21mpayUT3HiBHfSqc04ezm_TyRAu379PDmrBg==,0,1,0,0,0,0,0
gAAAAABeSk1KVh6700k_E9_Qt9EYpa4oiQa1LZ2jygrujKotSbfvkyL_OPIvfwAfTEpYqJD0MZpoeYKM2lDxnIz5YxJ2_xYNwg==,0,1,0,0,0,0,0
gAAAAABeSk1K7QsOJDUzTQ9A4o-GGEJQgGTg5sj4XujLA1JYrbXNIEyW744NqrgUD7lqPx-A6rlNOxQrKmKNd-pLs3kR2jDzWw==,0,1,0,0,0,0,0
gAAAAABeSk1KISDiwYZ2l9ViLvINMmu6FU48OzOF5SN_kiC51xJcFWWNoutTr1qj1sYYsObR4c-QocXrJ70CglIU6R509g8B4w==,0,1,0,0,0,0,0
gAAAAABeSk1Kw7XfSr4NRimYoLzC7C3IYNJ1kkFWAvFTDZ3u47r388Vl9F1YGHS_bgaYcI3ItGK-_483BxyBXVZAnXma2ljNZw==,1,0,0,0,0,0,0
gAAAAABeSk1Kbcw3XuWWQGfTPDKov2cvTfjnxAIJgFTmo1-yEAb72gpqFIxt1_cxOC51f4X672jeaX8YhyNpiTdL5Vue1INsOg==,1,1,0,0,0,0,1
gAAAAABeSk1K52VEoLDdPzl78_wMKZYjULYzDYZhpnj3QIVDQR3h4ilNEw7izDEyHhndUql6iJD7x5_HnHZW10tB9ckWXTvN4w==,1,0,0,0,0,0,0
gAAAAABeSk1KrElrhfAm3lzRJx2VjZ2jjxaeXmD6ks7MLkrWrOrebr3F0jCt_-7yUPTWV8FwLwb18fs428EvWyfZBecP0vsfBA==,1,0,0,0,0,0,0
gAAAAABeSk1KAHaEe8lQsiizX4j_i68V3cFQywWOQDoyYM4kSzTbuGUj-fU1ZQxNiDyYeOpuamip31PtqQzaZaW8L38UOcfmIg==,1,0,0,0,0,0,0
gAAAAABeSk1Kj3IgiYVanh-QsyTvFES9cInSV4J4YmXx7GC30CaZ6QkHYOR-x259Z3ECHoTKw3akR2uKyMoBmVoZo3NxuGePzw==,0,1,0,0,0,0,0
gAAAAABeSk1KEbfVN1ArEZ_hdlN0l2dUi4wr4vbAPUQk6ielAbfxLRpvFHbZHv-wJlE5ZW6FlxsOcXvSqXgbBo-g2BgPcRJkFQ==,1,0,0,0,0,0,0
gAAAAABeSk1KgG6hbofqQUMCh6JjqQmsTa-RQZ4ao3ACf-6b0jRzBLS4b6t0JgiiNiAnmzfvD8h9AiPOdWpcws-XzJLl-8VCmA==,1,0,0,0,0,0,0
gAAAAABeSk1KoHyTwojRJvGNXZEV1ESUTzF4pLTn9QcndRczojPqzIOBcbv6-cFtG78jXovgjXDqsXkgshN_79Jwf-1180KZ_Q==,1,0,0,0,0,0,0
gAAAAABeSk1KzMwgYHQNTQ9eTnD-s_pqVW4jd3N0nNWx3_2xFORS1OZxvhbcdihWcuJ0Xy6LLO5PUH-ydTKGp9T7WMkvi6oayw==,0,0,0,0,0,0,1
gAAAAABeSk1KtHOB2SWeHa8wq6LaelpVUKW7uICXZumegsROswUAXKXG5qqzNn8FA6y6N3kQ-tjJFsv97XRLq7Ov7AZ1CfSAOg==,1,0,0,0,0,0,0
gAAAAABeSk1Kn4PHjQDUvXuleNLjQSansVbOmd5G3UOP1_hDmRuyGovSPs-MezYh2BZD_lZDeDF0M_8KjAI-fpU81hedlvi1fw==,1,0,0,0,0,0,0
gAAAAABeSk1KqAktAHLl2yB3U7OObrm_VcpuylX7HBIkQK0-Go-4wnSgMk506DUrEkhkVdI-jZZ1wtSWSVPjz1G3pa4zFME9LA==,1,0,0,0,0,0,0
gAAAAABeSk1KajU2pklXPVUGrQtNv7GeL7RFBt0djEG47rNTQVVDNRVY_0WxUIdCiEFjTe0Ass1xezQK6h-0RFIaHwfqPGcxpg==,0,0,0,0,1,0,0
gAAAAABeSk1KyDIrYuq-TwxcJd3ZNnG_09Mv3O37tHOObO06DrMYz0mLs5DSsm3mBLKfLqGAlotlq5TIamD9_BCMeoRxMrjcnw==,1,0,0,1,0,1,0
gAAAAABeSk1KQeL5AYLv48P6aSAiSWr2yyCnykNkAWbCYUIHDGjP42js2ZwoPf3HZyq9wwHeAzHwy2cRvBdy78ukSSIMWqwYkA==,1,0,0,0,0,0,0
gAAAAABeSk1Lpm5m0FpZ0uOqiZANmcf284s6RptH8qXUWedp2DupyQWOfED8cZiwH-HyOtP4XKomI7UkS6aq2KVYwCqvz2myIA==,1,0,0,0,0,0,0
gAAAAABeSk1LcI8pUG6BEjJqEMmqx7B2wXQ3xmMBjclJY_MY-gyBmb7-sRFBXp5KGlByK_JCgfGWW6QdOBgw1xk0RGgH8eAysA==,0,0,0,0,1,0,0
gAAAAABeSk1LmSO6VEYnYJ4MxmGcoVYLyptzx6d-k8SsFNEws_8AKIBa_A6SALPDFgcFkyJGnb4fHT7jbiyY29Ro_EUQWRmxLw==,0,0,0,1,0,1,0
gAAAAABeSk1LQ77kTinwOlzRPC4XXoFO8DHkR8u17J4mWDzAaozlmSR7h58RL8ZNr7oMbfNvKC0F4BOFkQbRB_DqfoFtsTBdTQ==,1,0,0,0,0,0,0
gAAAAABeSk1LWLXoss3QWUB6b3cdpPTLQLEq6vBSWNTShsWdMdvE6YWDettyUEkefcr44On0fypPrF5dEPwjjWOdy3ILwA68Nw==,1,0,0,0,0,0,0
gAAAAABeSk1LzKSJXvW3B1SwWXp1oReSOBtzwnLZhCKFBdk0PKMqmpLyldgqy9Mt35iEr2TR4BXzyXK09MO_ly1sbc5SCf94Kg==,0,0,0,1,0,0,0
gAAAAABeSk1Lmv380bRky1_zGikNt7-M3IsjN4BNQ2IYEd-k3RSIz0xvaewAI_WHFuRtWstEU7GfVTWRhYEdT_zdzHVVSL9sxA==,1,0,0,0,0,0,0
gAAAAABeSk1Li3qAlL_RO30cA75O0SScqc2GQE2AoLuT4TzmyYYRL66C8wqfUCgzMKjFmdHRKlqfk0KhW9mwxUTZFGi4E2RMJw==,0,0,0,0,1,0,0
gAAAAABeSk1LGs3Nu30fB4q7RSl0aBGV12G09lF3KSQnv-cWJ9t_xMOXccQwKh5cWIpTBEZj-FJHgpgrB6xraYVxbKNs1ycVCw==,1,0,0,0,0,0,0
gAAAAABeSk1LmOue63Cet9fMuvNpUfOFdu_P7vOLno4yWL4qtSJvnQGpriCDVYmp4CWirfEUUAnnXxyajDwTHcU7_x2ku4_F2Q==,1,0,0,0,0,0,0
